job_id,job_title,company,location,country,experience_min,experience_max,salary_min,salary_max,currency,employment_type,work_mode,industry,job_description,skills,posted_date,source
JOB0069,Data Engineer,InfosysNext,Gurugram,India,1,3,7.4,12.8,INR_LPA,Full-time,Onsite,EdTech,"Join InfosysNext as a Data Engineer! We need someone proficient in Python, Spark, PostgreSQL, AWS, Big Data, ETL. This role is onsite and based in Gurugram. Prior exposure to NLP, TensorFlow preferred.",Python; Spark; PostgreSQL; AWS; Big Data; ETL,2026-08-21,careerpulse_demo
JOB0070,Business Analyst,Byju's,Mumbai,India,0,1,3.4,7.2,INR_LPA,Full-time,Hybrid,Logistics Tech,"We are looking for a Business Analyst to join our growing analytics team in Mumbai. The ideal candidate has experience with Data Visualization, Tableau, SQL, Statistics, Excel, Power BI. Responsibilities include working with large datasets, building models, and collaborating with cross-functional teams.",Data Visualization; Tableau; SQL; Statistics; Excel; Power BI,2026-08-25,careerpulse_demo
JOB0071,Python Developer,MakeMyTrip,Kolkata,India,1,3,6.2,11.6,INR_LPA,Contract,Remote,FinTech,"Exciting opportunity for a Python Developer at MakeMyTrip. Must have hands-on experience with Django, Git, REST APIs, Docker. Familiarity with Data Visualization, NLP is beneficial. 1-3 years experience required.",Django; Git; REST APIs; Docker,2026-08-26,careerpulse_demo
JOB0072,BI Analyst,Freshworks,Chennai,India,0,2,3.4,8.0,INR_LPA,Full-time,Remote,Logistics Tech,"Freshworks is hiring a BI Analyst with 0-2 years of experience. Required skills: Statistics, ETL, Data Visualization, SQL. Knowledge of REST APIs, PostgreSQL is a strong plus. You will work on real business problems in the Logistics Tech domain.",Statistics; ETL; Data Visualization; SQL,2026-09-01,careerpulse_demo
JOB0073,Software Engineer,Flipkart,Kolkata,India,4,7,14.1,22.7,INR_LPA,Full-time,Onsite,SaaS,"We are looking for a Software Engineer to join our growing analytics team in Kolkata. The ideal candidate has experience with REST APIs, AWS, SQL, FastAPI, Java, Docker, Git. Responsibilities include working with large datasets, building models, and collaborating with cross-functional teams.",REST APIs; AWS; SQL; FastAPI; Java; Docker; Git,2026-09-04,careerpulse_demo
JOB0074,Data Analyst,Razorpay,Mumbai,India,0,1,3.6,7.4,INR_LPA,Contract,Hybrid,Consulting,"Join Razorpay as a Data Analyst! We need someone proficient in Excel, Data Visualization, Power BI, Tableau, Python, SQL. This role is hybrid and based in Mumbai. Prior exposure to Machine Learning, Java preferred.",Excel; Data Visualization; Power BI; Tableau; Python; SQL,2026-09-04,careerpulse_demo
JOB0075,ML Engineer,Persistent Systems,Ahmedabad,India,6,10,22.4,33.4,INR_LPA,Full-time,Hybrid,Travel Tech,"Persistent Systems is hiring a ML Engineer with 6-10 years of experience. Required skills: Machine Learning, Scikit-learn, AWS, PyTorch, Python. Knowledge of Power BI, ETL is a strong plus. You will work on real business problems in the Travel Tech domain.",Machine Learning; Scikit-learn; AWS; PyTorch; Python,2026-09-04,careerpulse_demo
JOB0076,Software Engineer,Hexaware,Remote,India,0,1,4.4,8.2,INR_LPA,Full-time,Hybrid,Retail Tech,"Hexaware is hiring a Software Engineer with 0-1 years of experience. Required skills: Python, Java, SQL, REST APIs, Docker, FastAPI. Knowledge of Pandas, Tableau is a strong plus. You will work on real business problems in the Retail Tech domain.",Python; Java; SQL; REST APIs; Docker; FastAPI,2026-09-06,careerpulse_demo
JOB0077,BI Analyst,Paytm,Noida,India,0,1,3.4,7.2,INR_LPA,Full-time,Hybrid,FinTech,"Join Paytm as a BI Analyst! We need someone proficient in ETL, Data Visualization, SQL, Excel. This role is hybrid and based in Noida. Prior exposure to Python, PostgreSQL preferred.",ETL; Data Visualization; SQL; Excel,2026-09-06,careerpulse_demo
JOB0078,Data Engineer,Swiggy,Chennai,India,0,2,4.8,9.4,INR_LPA,Full-time,Hybrid,Consulting,"Exciting opportunity for a Data Engineer at Swiggy. Must have hands-on experience with Spark, Big Data, Python, ETL. Familiarity with Excel, PyTorch is beneficial. 0-2 years experience required.",Spark; Big Data; Python; ETL,2026-09-06,careerpulse_demo
JOB0079,Software Engineer,CRED,Ahmedabad,India,0,2,4.4,9.0,INR_LPA,Full-time,Onsite,Logistics Tech,"We are looking for a Software Engineer to join our growing analytics team in Ahmedabad. The ideal candidate has experience with FastAPI, Python, SQL, Docker, Git, REST APIs. Responsibilities include working with large datasets, building models, and collaborating with cross-functional teams.",FastAPI; Python; SQL; Docker; Git; REST APIs,2026-09-08,careerpulse_demo
JOB0080,Machine Learning Engineer,Zomato,Ahmedabad,India,2,4,11.3,17.5,INR_LPA,Full-time,Remote,IT Services,"Exciting opportunity for a Machine Learning Engineer at Zomato. Must have hands-on experience with Docker, Scikit-learn, TensorFlow, Python, AWS. Familiarity with PyTorch, Data Visualization is beneficial. 2-4 years experience required.",Docker; Scikit-learn; TensorFlow; Python; AWS,2026-09-09,careerpulse_demo
JOB0081,Data Engineer,Zensar Tech,Noida,India,4,7,15.4,24.0,INR_LPA,Full-time,Hybrid,Travel Tech,"Join Zensar Tech as a Data Engineer! We need someone proficient in PostgreSQL, Python, Big Data, Kafka. This role is hybrid and based in Noida. Prior exposure to Excel, SQL preferred.",PostgreSQL; Python; Big Data; Kafka,2026-09-09,careerpulse_demo
JOB0082,BI Analyst,Razorpay,Ahmedabad,India,3,5,9.0,16.0,INR_LPA,Full-time,Remote,SaaS,"We are looking for a BI Analyst to join our growing analytics team in Ahmedabad. The ideal candidate has experience with Excel, Power BI, Tableau, SQL. Responsibilities include working with large datasets, building models, and collaborating with cross-functional teams.",Excel; Power BI; Tableau; SQL,2026-09-10,careerpulse_demo
JOB0083,Software Engineer,Hexaware,Mumbai,India,0,2,4.4,9.0,INR_LPA,Full-time,Remote,EdTech,"We are looking for a Software Engineer to join our growing analytics team in Mumbai. The ideal candidate has experience with Docker, REST APIs, SQL, Java, FastAPI, Python, Git. Responsibilities include working with large datasets, building models, and collaborating with cross-functional teams.",Docker; REST APIs; SQL; Java; FastAPI; Python; Git,2026-09-11,careerpulse_demo
JOB0084,Business Analyst,Freshworks,Hyderabad,India,1,3,5.3,10.7,INR_LPA,Full-time,Hybrid,Consulting,"Freshworks is hiring a Business Analyst with 1-3 years of experience. Required skills: SQL, Excel, Power BI, Tableau, Business Intelligence. Knowledge of Docker, Pandas is a strong plus. You will work on real business problems in the Consulting domain.",SQL; Excel; Power BI; Tableau; Business Intelligence,2026-09-11,careerpulse_demo
JOB0085,Python Developer,PhonePe,Ahmedabad,India,4,7,12.8,21.4,INR_LPA,Full-time,Hybrid,Retail Tech,"Join PhonePe as a Python Developer! We need someone proficient in Django, SQL, Python, PostgreSQL, REST APIs, Git. This role is hybrid and based in Ahmedabad. Prior exposure to Kafka, Statistics preferred.",Django; SQL; Python; PostgreSQL; REST APIs; Git,2026-09-14,careerpulse_demo
JOB0086,BI Analyst,TCS Digital,Gurugram,India,6,10,14.6,25.6,INR_LPA,Full-time,Remote,Travel Tech,"Exciting opportunity for a BI Analyst at TCS Digital. Must have hands-on experience with Power BI, Tableau, ETL, Statistics. Familiarity with Pandas, SQL is beneficial. 6-10 years experience required.",Power BI; Tableau; ETL; Statistics,2026-09-14,careerpulse_demo
JOB0087,Python Developer,Byju's,Remote,India,2,4,8.4,14.6,INR_LPA,Full-time,Hybrid,IT Services,"Join Byju's as a Python Developer! We need someone proficient in Git, REST APIs, FastAPI, Python, SQL, PostgreSQL. This role is hybrid and based in Remote. Prior exposure to Business Intelligence, Statistics preferred.",Git; REST APIs; FastAPI; Python; SQL; PostgreSQL,2026-09-15,careerpulse_demo
JOB0088,Data Analyst,Freshworks,Bengaluru,India,6,10,15.5,26.5,INR_LPA,Full-time,Remote,IT Services,"We are looking for a Data Analyst to join our growing analytics team in Bengaluru. The ideal candidate has experience with Tableau, PostgreSQL, Power BI, Python, Statistics. Responsibilities include working with large datasets, building models, and collaborating with cross-functional teams.",Tableau; PostgreSQL; Power BI; Python; Statistics,2026-09-18,careerpulse_demo
JOB0089,ML Engineer,Wipro Analytics,Gurugram,India,3,5,13.8,20.8,INR_LPA,Full-time,Remote,FinTech,"Exciting opportunity for a ML Engineer at Wipro Analytics. Must have hands-on experience with Scikit-learn, MLOps, Python, AWS, Machine Learning, Docker. Familiarity with Kafka, SQL is beneficial. 3-5 years experience required.",Scikit-learn; MLOps; Python; AWS; Machine Learning; Docker,2026-09-18,careerpulse_demo
JOB0090,Data Engineer,PolicyBazaar,Mumbai,India,4,7,15.4,24.0,INR_LPA,Full-time,Hybrid,Healthcare Tech,"Join PolicyBazaar as a Data Engineer! We need someone proficient in Kafka, SQL, PostgreSQL, AWS, Spark. This role is hybrid and based in Mumbai. Prior exposure to NumPy, Python preferred.",Kafka; SQL; PostgreSQL; AWS; Spark,2026-09-18,careerpulse_demo
JOB0091,Data Engineer,Capgemini India,Gurugram,India,1,3,7.4,12.8,INR_LPA,Full-time,Onsite,Logistics Tech,"Capgemini India is hiring a Data Engineer with 1-3 years of experience. Required skills: AWS, SQL, Python, ETL. Knowledge of TensorFlow, Excel is a strong plus. You will work on real business problems in the Logistics Tech domain.",AWS; SQL; Python; ETL,2026-09-18,careerpulse_demo
JOB0092,BI Analyst,Zomato,Bengaluru,India,1,3,5.3,10.7,INR_LPA,Full-time,Hybrid,E-commerce,"Zomato is hiring a BI Analyst with 1-3 years of experience. Required skills: Power BI, Excel, Tableau, SQL, ETL, Data Visualization, Statistics. Knowledge of PostgreSQL, Python is a strong plus. You will work on real business problems in the E-commerce domain.",Power BI; Excel; Tableau; SQL; ETL; Data Visualization; Statistics,2026-09-19,careerpulse_demo
JOB0093,AI Engineer,L&T Infotech,Kolkata,India,6,10,24.1,35.1,INR_LPA,Full-time,Hybrid,EdTech,"L&T Infotech is hiring a AI Engineer with 6-10 years of experience. Required skills: PyTorch, Docker, TensorFlow, AWS, NLP, Python, Artificial Intelligence. Knowledge of Tableau, SQL is a strong plus. You will work on real business problems in the EdTech domain.",PyTorch; Docker; TensorFlow; AWS; NLP; Python; Artificial Intelligence,2026-09-20,careerpulse_demo
JOB0094,AI Engineer,TCS Digital,Kolkata,India,0,2,5.6,10.2,INR_LPA,Full-time,Onsite,Consulting,"Exciting opportunity for a AI Engineer at TCS Digital. Must have hands-on experience with Machine Learning, Docker, AWS, Artificial Intelligence, TensorFlow, PyTorch. Familiarity with Power BI, Business Intelligence is beneficial. 0-2 years experience required.",Machine Learning; Docker; AWS; Artificial Intelligence; TensorFlow; PyTorch,2026-09-21,careerpulse_demo
JOB0095,Data Analyst,Quantiphi,Hyderabad,India,5,8,13.5,22.9,INR_LPA,Contract,Onsite,Logistics Tech,"Quantiphi is hiring a Data Analyst with 5-8 years of experience. Required skills: Data Visualization, Tableau, Excel, Python. Knowledge of Power BI, Git is a strong plus. You will work on real business problems in the Logistics Tech domain.",Data Visualization; Tableau; Excel; Python,2026-09-21,careerpulse_demo
JOB0096,Data Scientist,Flipkart,Mumbai,India,0,1,5.2,9.0,INR_LPA,Full-time,Onsite,Consulting,"Join Flipkart as a Data Scientist! We need someone proficient in Power BI, NumPy, AWS, Scikit-learn, SQL, Python. This role is onsite and based in Mumbai. Prior exposure to Pandas, Machine Learning preferred.",Power BI; NumPy; AWS; Scikit-learn; SQL; Python,2026-09-21,careerpulse_demo
JOB0097,Machine Learning Engineer,Mphasis,Bengaluru,India,5,8,20.2,29.6,INR_LPA,Contract,Hybrid,Travel Tech,"Exciting opportunity for a Machine Learning Engineer at Mphasis. Must have hands-on experience with Docker, PyTorch, TensorFlow, Python. Familiarity with Power BI, Artificial Intelligence is beneficial. 5-8 years experience required.",Docker; PyTorch; TensorFlow; Python,2026-09-22,careerpulse_demo
JOB0098,BI Analyst,PhonePe,Mumbai,India,0,1,3.4,7.2,INR_LPA,Contract,Remote,FinTech,"PhonePe is hiring a BI Analyst with 0-1 years of experience. Required skills: ETL, SQL, Tableau, Excel, Power BI. Knowledge of Scikit-learn, Machine Learning is a strong plus. You will work on real business problems in the FinTech domain.",ETL; SQL; Tableau; Excel; Power BI,2026-09-24,careerpulse_demo
JOB0099,BI Analyst,Razorpay,Bengaluru,India,0,2,3.4,8.0,INR_LPA,Full-time,Remote,FinTech,"We are looking for a BI Analyst to join our growing analytics team in Bengaluru. The ideal candidate has experience with Excel, Statistics, Power BI, ETL. Responsibilities include working with large datasets, building models, and collaborating with cross-functional teams.",Excel; Statistics; Power BI; ETL,2026-09-25,careerpulse_demo
JOB0100,ML Engineer,L&T Infotech,Mumbai,India,0,2,5.2,9.8,INR_LPA,Full-time,Hybrid,Consulting,"Exciting opportunity for a ML Engineer at L&T Infotech. Must have hands-on experience with Scikit-learn, Python, MLOps, AWS, SQL, Docker. Familiarity with Statistics, Statistics is beneficial. 0-2 years experience required.",Scikit-learn; Python; MLOps; AWS; SQL; Docker,2026-09-27,careerpulse_demo
JOB0011DUP,AI Engineer,Capgemini India,Gurugram,India,3,5,14.8,21.8,INR_LPA,Full-time,Onsite,EdTech,"Capgemini India is hiring a AI Engineer with 3-5 years of experience. Required skills: NLP, Docker, Python, AWS, TensorFlow, Artificial Intelligence, PyTorch. Knowledge of Machine Learning, REST APIs is a strong plus. You will work on real business problems in the EdTech domain.",NLP; Docker; Python; AWS; TensorFlow; Artificial Intelligence; PyTorch,2026-05-06,careerpulse_demo
